"Plant.Code","Plant.Name","State","Latitude","Longitude","total.wc"
192,"Paragould","AR","36.060555999999998","-90.521388999999999",NA
193,"Municipal Light","AR","36.385800000000003","-90.186700000000002",0
195,"Narrows (AR)","AR","34.148426999999998","-93.715168000000006",0
196,"Norfork","AR","36.249099999999999","-92.240099999999998",0
197,"Blakely Mountain","AR","34.570984000000003","-93.194424999999995",0
198,"Bull Shoals","AR","36.363500000000002","-92.576300000000003",0
199,"Dardanelle","AR","35.250300000000003","-93.168599999999998",0
201,"Thomas Fitzhugh","AR","35.462381999999998","-93.804925999999995",2206717.93982967
202,"Carl Bailey","AR","35.260102000000003","-91.363426000000004",383972.171585322
203,"McClellan (AR)","AR","33.564799999999998","-92.791700000000006",13068729.5049391
204,"Clinton Power Station","IL","40.171900000000001","-88.8339",191511495.106468
207,"St Johns River Power Park","FL","30.430800000000001","-81.550799999999995",1129972463.499
210,"Wolf Creek Generating Station","KS","38.239260000000002","-95.689779999999999",180902324.590446
214,"Alta Powerhouse","CA","39.215978999999997","-120.80355",0
215,"Angels","CA","38.071944000000002","-120.539444",0
217,"Balch 1","CA","36.909137000000001","-119.087712",0
218,"Balch 2","CA","36.908906999999999","-119.08755600000001",0
219,"Belden","CA","40.007444999999997","-121.249438",0
220,"Bucks Creek","CA","39.910620000000002","-121.327692",0
221,"Butt Valley","CA","40.175655999999996","-121.190663",0
222,"Caribou 1","CA","40.085476","-121.148241",0
223,"Caribou 2","CA","40.085996999999999","-121.149373",0
224,"Centerville PH","CA","39.788876999999999","-121.657383",NA
225,"Chili Bar","CA","38.771763999999997","-120.813239",0
226,"Coal Canyon","CA","39.605043000000002","-121.600525",NA
227,"Coleman PH","CA","40.404645000000002","-122.121904",0
228,"Contra Costa","CA","38.019199999999998","-121.7642",NA
229,"Cow Creek","CA","40.570816999999998","-122.02093000000001",0
231,"Cresta","CA","39.825907000000001","-121.40968700000001",0
232,"De Sabla","CA","39.869264999999999","-121.63181899999999",0
233,"Deer Creek PH","CA","39.298070000000003","-120.8443",0
235,"Drum 1","CA","39.256872999999999","-120.767437",0
236,"Drum 2","CA","39.257387999999999","-120.76704599999999",0
237,"Dutch Flat","CA","39.216985000000001","-120.835587",0
238,"El Dorado","CA","38.793574","-120.619152",0
239,"Electra","CA","38.330984999999998","-120.669901",0
240,"Haas","CA","36.927424000000002","-119.02025",0
241,"Halsey","CA","38.956985000000003","-121.041932",0
242,"Hamilton Branch","CA","40.268712000000001","-121.089479",0
243,"Hat Creek 1","CA","40.929296999999998","-121.544462",0
244,"Hat Creek 2","CA","40.960675000000002","-121.54865700000001",0
246,"Humboldt Bay","CA","40.741500000000002","-124.2103",28617555.8406175
247,"Hunters Point","CA","37.733611000000003","-122.38972200000001",NA
248,"Inskip","CA","40.400987999999998","-121.965502",0
249,"James B Black","CA","40.992294999999999","-121.975182",0
250,"Kerckhoff","CA","37.092486000000001","-119.552826",0
253,"Kilarc","CA","40.677827000000001","-121.87325300000001",0
254,"Kings River PH","CA","36.888165999999998","-119.158777",0
255,"Lime Saddle","CA","39.698754999999998","-121.57096",0
258,"Merced Falls","CA","37.523009999999999","-120.329905",0
259,"Dynegy Morro Bay LLC","CA","35.372166999999997","-120.856562",0
260,"Dynegy Moss Landing Power Plant","CA","36.804836999999999","-121.782241",269379936.028249
261,"Murphys","CA","38.147092999999998","-120.44639599999999",0
262,"Narrows PH","CA","39.236400000000003","-121.27174100000001",0
264,"Phoenix","CA","38.032102999999999","-120.326537",0
265,"Pit 1","CA","40.990839999999999","-121.498243",0
266,"Pit 3","CA","40.997447999999999","-121.74813899999999",0
267,"Pit 4","CA","40.986361000000002","-121.84944",0
268,"Pit 5","CA","40.986196999999997","-121.977594",0
269,"Pit 6","CA","40.922567999999998","-121.992906",0
270,"Pit 7","CA","40.847462","-121.990798",0
271,"Pittsburg Power","CA","38.039167999999997","-121.894469",9455427.65301856
272,"Poe","CA","39.722892000000002","-121.469814",0
274,"Potter Valley","CA","39.361786000000002","-123.127934",0
275,"Rock Creek","CA","39.905209999999997","-121.345226",0
276,"San Joaquin 2","CA","37.203232999999997","-119.497508",0
277,"San Joaquin 3","CA","37.253717999999999","-119.519352",0
279,"Salt Springs","CA","38.497914000000002","-120.21811",0
280,"South","CA","40.395395999999998","-121.879186",0
281,"Spaulding 1","CA","39.324612999999999","-120.644807",0
282,"Spaulding 2","CA","39.324592000000003","-120.645375",0
283,"Spaulding 3","CA","39.337679000000001","-120.63546700000001",0
284,"Spring Gap","CA","38.186529999999998","-120.11168000000001",0
285,"Stanislaus","CA","38.139048000000003","-120.37032499999999",0
286,"Geysers Unit 5-20","CA","38.777000000000001","-122.745",33685550255.0387
287,"Tiger Creek","CA","38.449291000000002","-120.492645",0
289,"Tule River","CA","36.163075999999997","-118.707104",0
290,"Volta 1","CA","40.459111","-121.86708",0
291,"West Point PH","CA","38.420898000000001","-120.549572",0
292,"Wise","CA","38.889862000000001","-121.098525",0
293,"A G Wishon","CA","37.151049999999998","-119.504724",0
294,"Copco 1","CA","41.978914000000003","-122.335317",0
295,"Copco 2","CA","41.975715999999998","-122.358127",0
296,"Fall Creek","CA","41.985605","-122.360455",0
297,"Iron Gate","CA","41.932980999999998","-122.43678",0
298,"Limestone","TX","31.421900000000001","-96.252499999999998",2926595326.20748
299,"Blundell","UT","38.488900000000001","-112.8533",2017418659.91363
300,"Division","CA","32.681666999999997","-117.120277",NA
301,"El Cajon","CA","32.7958","-116.9722",166578.46463609
302,"Encina","CA","33.136099999999999","-117.3364",63546960.5759921
303,"Kearny","CA","32.834000000000003","-117.13379999999999",3448137.54440722
305,"Miramar","CA","32.876100000000001","-117.1664",817730.936853964
306,"Naval Station","CA","32.681666999999997","-117.120277",NA
307,"North Island","CA","32.704999999999998","-117.19027699999999",NA
309,"Silver Gate","CA","32.697221999999996","-117.114722",NA
312,"Refuse & Coal","OH","39.902222000000002","-83.024444000000003",NA
313,"Green Lake","AK","56.986283999999998","-135.12275",0
314,"Drop 5","CA","32.673096999999999","-115.392026",0
315,"AES Alamitos LLC","CA","33.768799999999999","-118.1009",139679929.100228
316,"Sepulveda Canyon","CA","34.096899999999998","-118.4795",0
317,"Big Creek 1","CA","37.2042","-119.2396",0
318,"Big Creek 2","CA","37.200000000000003","-119.3069",0
319,"Big Creek 3","CA","37.148516999999998","-119.386623",0
320,"Big Creek 4","CA","37.139000000000003","-119.4898",0
321,"Big Creek 8","CA","37.209600000000002","-119.3289",0
322,"Big Creek 2A","CA","37.200062000000003","-119.30681",0
323,"Bishop Creek 2","CA","37.273581","-118.573339",0
324,"Bishop Creek 3","CA","37.301962000000003","-118.53195700000001",0
325,"Bishop Creek 4","CA","37.323034999999997","-118.50171400000001",0
326,"Bishop Creek 5","CA","37.334400000000002","-118.47969999999999",0
327,"Bishop Creek 6","CA","37.349899999999998","-118.4628",0
328,"Borel","CA","35.588068999999997","-118.524804",0
329,"Coolwater","CA","34.860599999999998","-116.8539",26935862.0639685
330,"El Segundo Power","CA","33.909804000000001","-118.424172",18190246.6893796
331,"Etiwanda Generating Station","CA","34.091180000000001","-117.52663",24566293.9146256
332,"Fontana","CA","34.155161999999997","-117.397119",0
335,"AES Huntington Beach LLC","CA","33.643900000000002","-117.97920000000001",86205898.4221215
336,"Kaweah 2","CA","36.461326","-118.87988",0
337,"Kaweah 1","CA","36.465066","-118.86202299999999",0
338,"Kaweah 3","CA","36.486058999999997","-118.835645",0
339,"Kern River 3","CA","35.776184999999998","-118.436233",0
340,"Kern River 1","CA","35.460303000000003","-118.77959",0
341,"Long Beach Generation LLC","CA","33.764099999999999","-118.2248",3035801.50495093
342,"Lundy","CA","38.042729000000001","-119.172015",0
344,"Mammoth Pool","CA","37.220301999999997","-119.33798299999999",0
345,"Mandalay","CA","34.206699999999998","-119.25109999999999",14806905.0638804
350,"Ormond Beach","CA","34.129199999999997","-119.16889999999999",22313723.3659615
353,"Poole","CA","37.944237000000001","-119.2161",0
354,"Portal","CA","37.257044999999998","-119.158936",0
356,"AES Redondo Beach LLC","CA","33.8504","-118.395",27889320.9513346
357,"Rush Creek","CA","37.766953999999998","-119.123284",0
358,"Mountainview Generating Station","CA","34.081800000000001","-117.2418",411949687.9757
360,"San Onofre Nuclear Generating Station","CA","33.368794000000001","-117.55491600000001",NA
361,"Santa Ana 1","CA","34.145220000000002","-117.058481",0
363,"Santa Ana 3","CA","34.107244999999999","-117.099091",0
365,"Lower Tule River","CA","36.135680000000001","-118.78886799999999",0
371,"Columbia Generating Station","WA","46.4711","-119.3339",200496483.908151
375,"Magnolia","CA","34.178055999999998","-118.315556",NA
376,"Pardee","CA","38.256900000000002","-120.8507",0
377,"Grayson","CA","34.1556","-118.2782",11174201.1209713
378,"Prairie River","MN","47.287205999999998","-93.498266000000001",0
380,"Dion R Holm","CA","37.896648999999996","-119.9675",0
381,"Moccasin","CA","37.809387999999998","-120.299254",0
382,"R C Kirkwood","CA","37.877667000000002","-119.953233",0
383,"Brawley","CA","32.968888999999997","-115.53444399999999",NA
384,"Joliet 29","IL","41.494636","-88.123827000000006",295809125.760874
385,"Drop 2 (CA)","CA","32.705435000000001","-115.030975",0
386,"Drop 3 (CA)","CA","32.705427999999998","-115.126103",0
387,"Drop 4","CA","32.705340999999997","-115.219067",0
388,"Pilot Knob","CA","32.736642000000003","-114.713858",0
389,"El Centro","CA","32.802222","-115.54",88896431.7782804
390,"Solomon Gulch","AK","61.082799999999999","-146.30330000000001",0
391,"Big Pine Creek","CA","37.142795","-118.32407499999999",0
392,"Castaic","CA","34.587237000000002","-118.656638",0
393,"Control Gorge","CA","37.437921000000003","-118.556988",0
394,"Cottonwood","CA","36.443421000000001","-118.04389",0
396,"Foothill","CA","34.318247999999997","-118.494449",0
397,"Franklin (CA)","CA","34.103931000000003","-118.413377",0
398,"Haiwee","CA","36.109721999999998","-117.956667",0
399,"Harbor","CA","33.785600000000002","-118.26439999999999",10676415.6870743
400,"Haynes","CA","33.764741000000001","-118.09913",220114026.391802
401,"Middle Gorge","CA","37.51","-118.56916699999999",0
402,"Pleasant Valley Hydro","CA","37.414160000000003","-118.523889",0
403,"San Fernando","CA","34.260527000000003","-118.385531",0
404,"Scattergood","CA","33.918151000000002","-118.427648",110938949.696797
406,"Tok","AK","63.3367","-142.98560000000001",2201979.47082441
407,"Upper Gorge","CA","37.546036000000001","-118.590001",0
408,"Valley (CA)","CA","34.244990999999999","-118.391327",104116066.451528
409,"Exchequer","CA","37.584344999999999","-120.26859",0
410,"McSwain","CA","37.522064999999998","-120.31009",0
412,"Chicago Park","CA","39.177903000000001","-120.890856",0
413,"Dutch Flat 2","CA","39.218400000000003","-120.8352",0
414,"Beardsley","CA","38.202568999999997","-120.076983",0
415,"Donnells","CA","38.246656000000002","-120.03407199999999",0
416,"Tulloch","CA","37.876111000000002","-120.605",0
417,"Forbestown","CA","39.551012","-121.278784",0
418,"Kelly Ridge","CA","39.531784000000002","-121.491247",0
419,"Woodleaf","CA","39.553811000000003","-121.204077",0
420,"Broadway (CA)","CA","34.125399999999999","-118.148",7113319.94970661
421,"Craig (AK)","AK","55.476399999999998","-133.14830000000001",126549.080932912
422,"Glenarm","CA","34.125999999999998","-118.1494",3354941.97854547
423,"Hydaburg","AK","55.208100000000002","-132.82669999999999",16881.698321634
424,"French Meadows","CA","39.077970999999998","-120.406069",0
425,"Middle Fork","CA","39.024800999999997","-120.596383",0
426,"Oxbow (CA)","CA","39.003371999999999","-120.746651",0
427,"Ralston","CA","39.000999","-120.725053",0
428,"Parker","CA","37.477837999999998","-120.444492",0
430,"Camino","CA","38.828809999999997","-120.53708899999999",0
431,"Jaybird","CA","38.834049999999998","-120.53176000000001",0
432,"Loon Lake","CA","38.982697000000002","-120.32450300000001",0
433,"Robbs Peak","CA","38.896510999999997","-120.378292",0
435,"White Rock/Slab Creek","CA","38.765335999999998","-120.78736600000001",0
436,"Devil Canyon","CA","34.205599999999997","-117.3344",0
437,"Edward C Hyatt","CA","39.542985000000002","-121.492188",0
438,"Thermalito","CA","39.514893000000001","-121.630077",0
439,"Don Pedro","CA","37.695993999999999","-120.420152",0
440,"La Grange","CA","37.669699999999999","-120.4436",0
441,"Folsom","CA","38.70675","-121.15844300000001",0
442,"Judge F Carr","CA","40.646934000000002","-122.62697300000001",0
443,"Keswick","CA","40.611857999999998","-122.44644099999999",0
444,"Nimbus","CA","38.637349999999998","-121.220198",0
445,"Shasta","CA","40.717455000000001","-122.422274",0
446,"ONeill","CA","37.098671000000003","-121.047718",0
447,"Parker Dam","CA","34.295333999999997","-114.14022199999999",0
448,"W R Gianelli","CA","37.069200000000002","-121.0772",0
450,"Spring Creek","CA","40.628115000000001","-122.46750900000001",0
451,"Trinity","CA","40.797296000000003","-122.762553",0
454,"Colgate","CA","39.330832999999998","-121.191666",0
455,"Narrows 2","CA","39.238996","-121.270409",0
457,"Bear Valley","CA","33.166111000000001","-117.016667",0
460,"Pueblo","CO","38.2667","-104.6144",15124.7794917807
462,"W N Clark","CO","38.434399999999997","-105.25",NA
464,"Alamosa","CO","37.459400000000002","-105.8947",337197.16868504
465,"Arapahoe","CO","39.67","-105.00279999999999",0
466,"Boulder Canyon Hydro","CO","40.004725000000001","-105.33249499999999",0
467,"Cabin Creek","CO","39.655099999999997","-105.7088",0
468,"Cameo","CO","39.127777999999999","-108.326111",NA
469,"Cherokee","CO","39.807274999999997","-104.96454799999999",703128170.76997
470,"Comanche (CO)","CO","38.208100000000002","-104.57470000000001",790534616.551119
471,"Fruita","CO","39.136400000000002","-108.7347",64053.9042291874
472,"Georgetown Hydro","CO","39.691899999999997","-105.6978",0
473,"Grand Valley Project Power Plant","CO","39.101666999999999","-108.345556",0
474,"Salida","CO","38.534190000000002","-106.18200299999999",0
476,"Shoshone (CO)","CO","39.570129999999999","-107.226876",0
477,"Valmont","CO","40.019500000000001","-105.202",218252027.663814
478,"Zuni","CO","39.737347999999997","-105.016991",5608.37122519619
479,"Temescal","CA","33.834299999999999","-117.4971",0
480,"Corona","CA","33.85895","-117.61060000000001",0
481,"Perris","CA","33.836100000000002","-117.1831",0
482,"Rio Hondo","CA","34.004722000000001","-118.09917",0
483,"Coyote Creek","CA","33.924930000000003","-117.95517",0
484,"Red Mountain","CA","33.394399999999997","-117.1889",0
487,"Valley View","CA","33.900100000000002","-117.82905",0
489,"Upper Dawson","CA","37.650799999999997","-120.4706",0
491,"Center","CO","37.755000000000003","-106.1092",0
492,"Martin Drake","CO","38.824444","-104.833333",122846196.201442
493,"George Birdsall","CO","38.881388999999999","-104.81694400000001",1188294.41195306
494,"Manitou Springs","CO","38.855556","-104.93305599999999",0
495,"Ruxton Park","CO","38.841354000000003","-104.97380200000001",0
496,"Delta (CO)","CO","38.731400000000001","-108.07080000000001",5668.09849973809
502,"Holly","CO","38.055","-102.2004",1527.75550422027
504,"Julesburg","CO","40.9681","-102.2492",0
505,"Boysen","WY","43.417872000000003","-108.17754499999999",0
506,"La Junta","CO","37.984400000000001","-103.5436",4659.65428787182
507,"Las Animas","CO","38.059699999999999","-103.2206",0
508,"Lamar Plant","CO","38.033327","-102.537915",9130.07632331311
510,"Sonoma California Geothermal","CA","38.790300000000002","-122.7559",2334898237.7385
511,"Trinidad (CO)","CO","37.178978999999998","-104.487492",6360.81832459285
512,"Blue Mesa","CO","38.453190999999997","-107.33748300000001",0
513,"Estes","CO","40.376770999999998","-105.509665",0
514,"Morrow Point","CO","38.451752999999997","-107.539299",0
515,"Big Thompson","CO","40.421030999999999","-105.223804",0
516,"Green Mountain","CO","39.878805","-106.332725",0
517,"Marys Lake","CO","40.344079999999998","-105.534308",0
518,"Flatiron","CO","40.364995999999998","-105.23603199999999",0
519,"Pole Hill","CO","40.365056000000003","-105.325074",0
520,"Lower Molina","CO","39.193660000000001","-108.044088",0
521,"Upper Molina","CO","39.143808","-108.004777",0
525,"Hayden","CO","40.485599999999998","-107.185",714686840.284883
527,"Nucla","CO","38.238300000000002","-108.5069",118169986.615187
529,"Rancho Seco Solar","CA","38.340015000000001","-121.113861",NA
531,"Camp Far West","CA","39.048802000000002","-121.31696599999999",0
533,"McWilliams","AL","31.400255000000001","-86.476449000000002",214632503.561105
534,"Jones Fork","CA","38.850282999999997","-120.381883",0
535,"McClellan (CA)","CA","38.652731000000003","-121.39333600000001",429662.060290748
537,"Camanche","CA","38.226799999999997","-121.0245",0
539,"Rocky River (CT)","CT","41.582599999999999","-73.434899999999999",0
540,"Branford","CT","41.292499999999997","-72.794200000000004",228399.44788093
541,"Bulls Bridge","CT","41.659045999999996","-73.491984000000002",0
542,"Cos Cob","CT","41.0289","-73.5989",1706197.3471132
544,"Devon Station","CT","41.209797000000002","-73.108975999999998",1642129.49277099
546,"Montville Station","CT","41.428100000000001","-72.101900000000001",15422990.4619438
547,"Northfield Mountain","MA","42.610683000000002","-72.471643",0
550,"Kettle Falls Generating Station","WA","48.620336000000002","-118.111059",63655898.8634874
551,"Scotland Dam","CT","41.665100000000002","-72.122100000000003",0
552,"Shepaug","CT","41.448419999999999","-73.295321000000001",0
553,"Stevenson","CT","41.383299999999998","-73.171400000000006",0
554,"Taftville","CT","41.572499999999998","-72.0458",0
557,"Tunnel","CT","41.555425","-72.041829000000007",42038.7389577944
559,"Rainbow (CT)","CT","41.915312","-72.693616000000006",0
560,"Falls Village","CT","41.957272000000003","-73.369297000000003",0
561,"Franklin Drive","CT","41.798943000000001","-73.116266999999993",241945.546685017
562,"Middletown","CT","41.554943999999999","-72.579075000000003",42527526.9247955
563,"South Meadow","CT","41.749499999999998","-72.6524",1416534.90351303
564,"Stanton Energy Center","FL","28.482199999999999","-81.1678",1699477480.68355
565,"Torrington Terminal","CT","41.776108999999998","-73.120885999999999",213249.205797413
566,"Millstone","CT","41.310699999999997","-72.167699999999996",334408874.657918
568,"Bridgeport Station","CT","41.1706","-73.184399999999997",137190194.787843
579,"Central Hudson High Falls","NY","41.828814000000001","-74.131877000000003",0
581,"North Main Street","CT","41.526789999999998","-72.064935000000006",209149.728527755
583,"Tenth Street","CT","41.538955000000001","-72.050935999999993",0
584,"Navajo Dam","NM","36.806100000000001","-107.6131",0
585,"Drop 1","CA","32.711610999999998","-114.942666",0
586,"East Highline","CA","32.699451000000003","-115.28245",0
589,"J C McNeil","VT","44.491700000000002","-73.208055999999999",68419128.260969
591,"Christiana","DE","39.730200000000004","-75.537099999999995",793847.222584589
592,"Delaware City 10","DE","39.600408000000002","-75.626811000000004",332083.121434013
593,"Edge Moor","DE","39.738860000000003","-75.503839999999997",96585876.0694184
594,"Indian River Generating Station","DE","38.585700000000003","-75.234099999999998",786690484.151804
597,"West Station (DE)","DE","39.728299999999997","-75.628900000000002",276982.072915135
599,"McKee Run","DE","39.176222000000003","-75.546627999999998",4228827.00303529
602,"Brandon Shores","MD","39.18","-76.538899999999998",3367563798.28797
607,"Fredonia","WA","48.455800000000004","-122.4358",8745668.40387451
609,"Cape Canaveral","FL","28.469799999999999","-80.764399999999995",410340636.349104
610,"Cutler","FL","25.632100000000001","-80.298900000000003",NA
612,"Fort Myers","FL","26.6967","-81.783100000000005",588756814.721475
613,"Lauderdale","FL","26.0686","-80.198400000000007",357851175.177332
617,"Port Everglades","FL","26.085599999999999","-80.125299999999996",1718084.02717047
619,"Riviera","FL","26.7653","-80.052499999999995",299374179.153738
620,"Sanford","FL","28.841899999999999","-81.325599999999994",617591057.494918
621,"Turkey Point","FL","25.435600000000001","-80.330799999999996",677479471.238925
622,"South Fork Tolt","WA","47.699167000000003","-121.783333",0
624,"Avon Park","FL","27.579443999999999","-81.492778000000001",530214.868446338
625,"Upper Mechanicville","NY","42.912599999999998","-73.680499999999995",0
626,"Oak Flat","CA","40.075310000000002","-121.16143",0
627,"Bayboro","FL","27.758056","-82.635278",2111128.94350678
628,"Crystal River","FL","28.965599999999998","-82.697699999999998",720674890.595739
629,"G E Turner","FL","28.869577","-81.273956999999996",3474599.8058399
630,"Higgins","FL","28.003261999999999","-82.661507",1093092.65132354
632,"Newcastle","CA","38.835182000000003","-121.09298200000001",0
634,"P L Bartow","FL","27.859535000000001","-82.601759000000001",476284603.166328
637,"Rio Pinar","FL","28.541515","-81.254067000000006",38957.7653576169
638,"Suwannee River","FL","30.376389","-83.180555999999996",61771940.4837555
641,"Crist","FL","30.566099999999999","-87.224400000000003",1347302695.04715
642,"Scholz","FL","30.6692","-84.886899999999997",29740.3071488212
643,"Lansing Smith","FL","30.268599999999999","-85.700299999999999",609203194.464578
645,"Big Bend","FL","27.7944","-82.403599999999997",2481579289.02109
